store_id,name,prefecture,address,latitude,longitude,source_url
musashi-koganei,GiGOイトーヨーカドー武蔵小金井,東京都,東京都小金井市本町6-14-9 イトーヨーカドー武蔵小金井店4F,35.700085,139.505447,https://www.gigo.co.jp/shops/musashi-koganei
sumida-bunka,GiGOオリンピック墨田文花,東京都,東京都墨田区文花1-31-9 オリンピック墨田文花店1F,35.706295,139.823868,https://www.gigo.co.jp/shops/sumida-bunka
cafestand-ikebukuro2,GiGOコラボカフェスタンド池袋2号館,東京都,東京都豊島区東池袋１丁目２１-１ ラグーン池袋ビル B2F GiGO池袋2号館内,35.730133,139.716003,https://www.gigo.co.jp/shops/cafestand-ikebukuro2
cafestand-akihabara2,GiGOコラボカフェスタンド秋葉原2号館,東京都,東京都千代田区外神田1丁目15-１ 半田ビル2F,35.697723,139.771393,https://www.gigo.co.jp/shops/cafestand-akihabara2
cafestand-akihabara3,GiGOコラボカフェスタンド秋葉原3号館,東京都,東京都千代田区外神田1-11-11 外神田１丁目ビルディング GiGO 秋葉原3号館内,35.699192,139.770889,https://www.gigo.co.jp/shops/cafestand-akihabara3
cafe-ikebukuro2,GiGOコラボカフェ池袋2号館,東京都,東京都豊島区東池袋1-21-1 ラグーン池袋ビルB2,35.730133,139.716003,https://www.gigo.co.jp/shops/cafe-ikebukuro2
cafe-akihabara3,GiGOコラボカフェ秋葉原3号館,東京都,東京都千代田区外神田一丁目11番11号 外神田1丁目ビルディング 6階・7階,35.699192,139.770889,https://www.gigo.co.jp/shops/cafe-akihabara3
kojiya,GiGOマルエツ新糀谷,東京都,東京都大田区萩中2-12-5 マルエツ新糀谷店2F,35.551300,139.733017,https://www.gigo.co.jp/shops/kojiya
mizue,GiGOラパーク瑞江,東京都,東京都江戸川区瑞江2-1-2 ドン･キホーテラパーク瑞江店4F,35.692455,139.896622,https://www.gigo.co.jp/shops/mizue
seiseki-sakuragaoka,GiGOヴィータモールせいせき,東京都,東京都多摩市関戸4-72,35.649632,139.447052,https://www.gigo.co.jp/shops/seiseki-sakuragaoka
hachioji-takakura,GiGO八王子高倉,東京都,東京都八王子市高倉町55-4,35.664764,139.366898,https://www.gigo.co.jp/shops/hachioji-takakura
roppongi,GiGO六本木,東京都,東京都港区六本木7-14-11 メトロシティ六本木1F-3F,35.663563,139.731369,https://www.gigo.co.jp/shops/roppongi
roppongi-imoarai-zaka,GiGO六本木芋洗坂,東京都,東京都港区六本木6-1-3 六門ビル,35.662449,139.731354,https://www.gigo.co.jp/shops/roppongi-imoarai-zaka
minami-machida-kids,GiGO南町田グランベリーパーク キッズディスカバリー,東京都,東京都町田市鶴間三丁目4-1 キッズディスカバリー2階 E201区画,35.510033,139.470398,https://www.gigo.co.jp/shops/minami-machida-kids
minami-machida-theater,GiGO南町田グランベリーパークワンダーシアター,東京都,東京都町田市鶴間三丁目4-1 ワンダーシアター1階 H103区画,35.510033,139.470398,https://www.gigo.co.jp/shops/minami-machida-theater
omori,GiGO大森,東京都,東京都大田区山王2-1-5,35.590153,139.728134,https://www.gigo.co.jp/shops/omori
fuchu,GiGO府中,東京都,東京都府中市西原町1-6-2 府中クレッセ内,35.682468,139.460251,https://www.gigo.co.jp/shops/fuchu
narimasu,GiGO成増,東京都,東京都板橋区成増2-17-24 成増GRAVITY,35.777744,139.631256,https://www.gigo.co.jp/shops/narimasu
shin-okubo,GiGO新大久保,東京都,東京都新宿区百人町2-10-1 南雲ビルB1F,35.701595,139.699661,https://www.gigo.co.jp/shops/shin-okubo
shinjuku-kabukicho,GiGO新宿歌舞伎町,東京都,東京都新宿区歌舞伎町1丁目21番1号 第二東亜会館1F・2F,35.694965,139.701279,https://www.gigo.co.jp/shops/shinjuku-kabukicho
shinjuku-nishiguchi,GiGO新宿西口,東京都,東京都新宿区西新宿1-12-5,35.689419,139.697357,https://www.gigo.co.jp/shops/shinjuku-nishiguchi
ariake,GiGO有明ガーデン,東京都,東京都江東区有明2-1-8 有明ガーデン 5F,35.637699,139.790451,https://www.gigo.co.jp/shops/ariake
tokyodomecity,GiGO東京ドームシティ,東京都,東京都文京区後楽1-3-61,35.703152,139.752151,https://www.gigo.co.jp/shops/tokyodomecity
musashikoyama,GiGO武蔵小山,東京都,東京都品川区小山3-22-19,35.618950,139.705185,https://www.gigo.co.jp/shops/musashikoyama
ikegami,GiGO池上,東京都,東京都大田区池上6-2-23,35.572342,139.702133,https://www.gigo.co.jp/shops/ikegami
ikebukuro1,GiGO池袋1号館,東京都,東京都豊島区東池袋1-22-12 第二高和ビル(ダイニコウワビル),35.729931,139.716095,https://www.gigo.co.jp/shops/ikebukuro1
ikebukuro2,GiGO池袋2号館,東京都,東京都豊島区東池袋1-21-1 ラグーン池袋ビルB1,35.730133,139.716003,https://www.gigo.co.jp/shops/ikebukuro2
ikebukuro3,GiGO池袋3号館,東京都,東京都豊島区東池袋1-1-3 池袋北辰ビル,35.729874,139.713257,https://www.gigo.co.jp/shops/ikebukuro3
shibuya,GiGO渋谷,東京都,東京都渋谷区宇田川町29-4 ゼンモールビル,35.660583,139.698257,https://www.gigo.co.jp/shops/shibuya
shibuya-miyamasuzaka,GiGO渋谷宮益坂,東京都,東京都渋谷区渋谷1-14-14,35.660069,139.702484,https://www.gigo.co.jp/shops/shibuya-miyamasuzaka
machida,GiGO町田,東京都,東京都町田市原町田6-13-17 アーバンミサワビル,35.543781,139.446884,https://www.gigo.co.jp/shops/machida
machida-ekimae,GiGO町田東急ツインズ,東京都,東京都町田市原町田6-4-1 東急町田ツインズイースト304A305A,35.542442,139.446060,https://www.gigo.co.jp/shops/machida-ekimae
kagurazaka,GiGO神楽坂,東京都,東京都新宿区神楽坂2-11,35.700607,139.741806,https://www.gigo.co.jp/shops/kagurazaka
fussa,GiGO福生,東京都,東京都福生市福生1076-1,35.741077,139.321472,https://www.gigo.co.jp/shops/fussa
akihabara2,GiGO秋葉原2号館,東京都,東京都千代田区外神田1-15-1 半田ビル,35.697723,139.771393,https://www.gigo.co.jp/shops/akihabara2
akihabara3,GiGO秋葉原3号館,東京都,東京都千代田区外神田1-11-11,35.699192,139.770889,https://www.gigo.co.jp/shops/akihabara3
akihabara5,GiGO秋葉原5号館,東京都,東京都千代田区外神田1-10-1 吉葉無線ビル,35.698746,139.770599,https://www.gigo.co.jp/shops/akihabara5
tachikawa,GiGO立川,東京都,東京都立川市柴崎町3-2-1 サザンビル1F,35.697296,139.414185,https://www.gigo.co.jp/shops/tachikawa
tateishi,GiGO立石,東京都,東京都葛飾区立石7-3-6,35.739845,139.849182,https://www.gigo.co.jp/shops/tateishi
takenotsuka,GiGO竹の塚,東京都,東京都足立区竹の塚6丁目8番,35.794769,139.792587,https://www.gigo.co.jp/shops/takenotsuka
sohonten,GiGO総本店,東京都,東京都豊島区東池袋1-13-6 ロクマルゲートIKEBUKURO,35.729591,139.714813,https://www.gigo.co.jp/shops/sohonten
jiyugaoka,GiGO自由が丘,東京都,東京都目黒区自由が丘2-10-9,35.608093,139.667664,https://www.gigo.co.jp/shops/jiyugaoka
funabori,GiGO船堀,東京都,東京都江戸川区船堀1-6-11,35.684799,139.864090,https://www.gigo.co.jp/shops/funabori
nishikasai,GiGO西葛西,東京都,東京都江戸川区西葛西5-1-14 第一保志ビル,35.665234,139.859344,https://www.gigo.co.jp/shops/nishikasai
chofu,GiGO調布,東京都,東京都調布市布田4-2-12 シーエフビル1-3F,35.651218,139.544357,https://www.gigo.co.jp/shops/chofu
akabane,GiGO赤羽,東京都,東京都北区赤羽1-7-9 赤羽第一葉山ビルB1,35.779129,139.722214,https://www.gigo.co.jp/shops/akabane
akabane-ekimae,GiGO赤羽駅前,東京都,東京都北区赤羽1-2,35.778187,139.721558,https://www.gigo.co.jp/shops/akabane-ekimae
takadanobaba,GiGO高田馬場,東京都,東京都新宿区高田馬場4-7-5 高田馬場グランド東京,35.713726,139.703766,https://www.gigo.co.jp/shops/takadanobaba
chigasaki,GiGO BLiX茅ヶ崎,神奈川県,神奈川県茅ヶ崎市新栄町11-8 BLiX茅ヶ崎 3F,35.331505,139.405106,https://www.gigo.co.jp/shops/chigasaki
bowl-fujisawa-endo,GiGO BOWL湘南とうきゅう,神奈川県,神奈川県藤沢市遠藤滝ノ沢698-10 湘南とうきゅうSC6F,35.371357,139.442123,https://www.gigo.co.jp/shops/bowl-fujisawa-endo
sagamihara-hashimoto,GiGOアリオ橋本,神奈川県,神奈川県相模原市緑区大山町1-22 アリオ橋本店2F,35.592728,139.348618,https://www.gigo.co.jp/shops/sagamihara-hashimoto
a-higashi-kanagawa,GiGOイオンスタイル東神奈川,神奈川県,神奈川県横浜市神奈川区富家町1 イオンスタイル東神奈川4F,35.479996,139.634232,https://www.gigo.co.jp/shops/a-higashi-kanagawa
kobuchi,GiGOイトーヨーカドー古淵,神奈川県,神奈川県相模原市南区古淵3-13-33 イトーヨーカドー3F,35.552319,139.417725,https://www.gigo.co.jp/shops/kobuchi
yokohama-tsuzuki,GiGOクレーンゲームオアシス都筑,神奈川県,神奈川県横浜市都筑区川和町846-1 プラボ都筑,35.519650,139.553116,https://www.gigo.co.jp/shops/yokohama-tsuzuki
center-minami,GiGOセンター南,神奈川県,神奈川県横浜市都筑区茅ケ崎中央3-25 aune港北,35.544495,139.574417,https://www.gigo.co.jp/shops/center-minami
odawara,GiGOダイナシティ小田原,神奈川県,神奈川県小田原市中里296-1,35.281723,139.188553,https://www.gigo.co.jp/shops/odawara
kawasakidaishi,GiGOホームズ川崎大師,神奈川県,神奈川県川崎市川崎区中瀬3-20-20 ホームズ川崎大師店内2F プレビプレイランドコーナーこころっこ,35.538685,139.733353,https://www.gigo.co.jp/shops/kawasakidaishi
shinsugita,GiGO新杉田,神奈川県,神奈川県横浜市磯子区杉田1-1-1,35.385727,139.619171,https://www.gigo.co.jp/shops/shinsugita
hon-atsugi,GiGO本厚木,神奈川県,神奈川県厚木市中町4-15-9,35.439129,139.361786,https://www.gigo.co.jp/shops/hon-atsugi
honfujisawa,GiGO本藤沢,神奈川県,神奈川県藤沢市本藤沢5-6-8,35.357868,139.467758,https://www.gigo.co.jp/shops/honfujisawa
yokohama-chukagai,GiGO横浜中華街,神奈川県,神奈川県横浜市中区山下町80-1,35.443638,139.648193,https://www.gigo.co.jp/shops/yokohama-chukagai
yokohama-nishiguchi,GiGO横浜西口,神奈川県,神奈川県横浜市西区南幸1-10-3 宮本ビル1F,35.464973,139.619843,https://www.gigo.co.jp/shops/yokohama-nishiguchi
ebina,GiGO海老名,神奈川県,神奈川県海老名市中央1-4-31 海老名プラザビル,35.451405,139.392380,https://www.gigo.co.jp/shops/ebina
yokohama-kohoku-inter,GiGO港北インター,神奈川県,神奈川県横浜市都筑区東方町321-6,35.519241,139.584396,https://www.gigo.co.jp/shops/yokohama-kohoku-inter
fujisawa-endo,GiGO湘南とうきゅう,神奈川県,神奈川県藤沢市遠藤698-10 湘南とうきゅう2F,35.384098,139.439621,https://www.gigo.co.jp/shops/fujisawa-endo
sagamihara,GiGO相模原,神奈川県,神奈川県相模原市中央区中央2-1-5 ムトス内,35.573601,139.371338,https://www.gigo.co.jp/shops/sagamihara
sagamihara-oyama,GiGO相模原ラクーン,神奈川県,神奈川県相模原市中央区小山1-1-14 相模原ラクーン,35.583500,139.362442,https://www.gigo.co.jp/shops/sagamihara-oyama
sagamiohno,GiGO相模大野,神奈川県,神奈川県相模原市南区相模大野3-13-2 東和ビル2F,35.532257,139.435928,https://www.gigo.co.jp/shops/sagamiohno
tsunashima,GiGO綱島,神奈川県,神奈川県横浜市港北区綱島西2-6-29,35.536484,139.633011,https://www.gigo.co.jp/shops/tsunashima
higashitotsuka,GiGO西武東戸塚SC,神奈川県,神奈川県横浜市戸塚区品濃町537-1 西武東戸塚SC西武館3F,35.430286,139.558716,https://www.gigo.co.jp/shops/higashitotsuka
higashitotsuka-annex,GiGO西武東戸塚SCアネックス館,神奈川県,神奈川県横浜市戸塚区品濃町536-1 オーロラシティ29街区,35.430305,139.560074,https://www.gigo.co.jp/shops/higashitotsuka-annex
niigata-kameda,GiGOアピタパワー新潟亀田,新潟県,新潟県新潟市江南区鵜ノ子4-466 アピタパワー新潟亀田店2F,37.871838,139.089905,https://www.gigo.co.jp/shops/niigata-kameda
a-shibata,GiGOイオンモール新発田,新潟県,新潟県新発田市住吉町5-11-5 イオンモール新発田店2F,37.941456,139.309586,https://www.gigo.co.jp/shops/a-shibata
